"geo_code","domain_supermarket_proximity","domain_supermarket_accessibility","domain_ecommerce_access","domain_socio_demographic","domain_nonsupermarket_proximity","domain_food_for_families","domain_fuel_poverty","country","country_denominator","combined","pp_dec_domain_supermarket_proximity","pp_dec_domain_supermarket_accessibility","pp_dec_domain_ecommerce_access","pp_dec_domain_socio_demographic","pp_dec_domain_nonsupermarket_proximity","pp_dec_domain_food_for_families","pp_dec_domain_fuel_poverty","pp_dec_combined"
"E01022042",22336,27318,265,2664,21712,8630,6657,"E",32843,6286,7,9,1,1,7,3,3,2
"E01022043",29113,30111,4045,5189,28033,8332,2581,"E",32843,16682,9,10,2,2,9,3,1,6
"E01022053",3044,15057,7780,28446,2580,21072,25195,"E",32843,15427,1,5,3,9,1,7,8,5
"E01021995",20145,20638,7315,20082,7464,20538,25770,"E",32843,15662,7,7,3,7,3,7,8,5
"E01022035",20041,28070,7315,16559,12424,14241,16930,"E",32843,12118,7,9,3,6,4,5,6,4
"E01022051",3177,10220,14327,25269,2257,19240,19499,"E",32843,8758,1,4,5,8,1,6,6,3
"E01021980",23004,14743,5396,17392,4633,22203,19638,"E",32843,10474,8,5,2,6,2,7,6,4
"E01022036",6043,12201,7315,16968,27142,9138,23555,"E",32843,10004,2,4,3,6,9,3,8,4
"E01021985",22444,9828,7315,17860,6650,21105,16100,"E",32843,8195,7,3,3,6,3,7,5,3
"E01022041",24030,24442,265,13336,20702,10743,13831,"E",32843,9520,8,8,1,5,7,4,5,3
"E01022031",17631,16205,265,455,11059,9623,1001,"E",32843,408,6,5,1,1,4,3,1,1
"E01022013",4890,8695,7780,27169,3041,22062,28668,"E",32843,16873,2,3,3,9,1,7,9,6
"E01022000",28805,21689,12493,16789,8213,23331,14774,"E",32843,16764,9,7,4,6,3,8,5,6
"E01033051",19125,28233,4045,8448,5265,22936,8159,"E",32843,8917,6,9,2,3,2,7,3,3
"E01022005",16846,14990,12493,23558,3788,23850,21863,"E",32843,14537,6,5,4,8,2,8,7,5
"E01021996",22516,17805,7315,13911,3314,20963,22933,"E",32843,11009,7,6,3,5,2,7,7,4
"E01022010",4863,19516,7315,18012,5380,20220,15581,"E",32843,5852,2,6,3,6,2,7,5,2
"E01022038",29406,18438,4045,9668,27861,5690,11992,"E",32843,12617,9,6,2,3,9,2,4,4
"E01021987",23432,14475,7315,16958,10288,20368,19365,"E",32843,10692,8,5,3,6,4,7,6,4
"E01022023",19321,18116,4045,9268,13137,8722,11253,"E",32843,2924,6,6,2,3,4,3,4,1
"E01022050",22337,26916,7315,10627,27113,10876,16008,"E",32843,14405,7,9,3,4,9,4,5,5
"E01022022",21619,24098,12493,14874,17884,7612,11467,"E",32843,8543,7,8,4,5,6,3,4,3
"E01021988",2589,21880,265,55,12869,14578,21,"E",32843,488,1,7,1,1,4,5,1,1
"E01021977",8787,15676,7315,11170,10830,12286,8765,"E",32843,1630,3,5,3,4,4,4,3,1
"E01021982",27010,26946,6335,15756,8055,20924,8049,"E",32843,13319,9,9,2,5,3,7,3,5
"E01022019",711,6562,14327,21286,1496,23362,17266,"E",32843,6687,1,2,5,7,1,8,6,3
"E01022021",3654,6854,12493,14683,3460,23643,9894,"E",32843,3326,2,3,4,5,2,8,4,2
"E01022007",26875,25115,4045,9671,8567,23120,8244,"E",32843,11197,9,8,2,3,3,8,3,4
"E01022016",11970,23416,7315,15626,5573,15164,16567,"E",32843,6141,4,8,3,5,2,5,6,2
"E01022004",12355,24884,7315,17573,5637,23820,24891,"E",32843,15214,4,8,3,6,2,8,8,5
"E01022046",3504,8601,7315,15388,1364,20183,6276,"E",32843,1427,2,3,3,5,1,7,2,1
"E01022017",3597,18961,12493,21622,5429,17438,13734,"E",32843,6282,2,6,4,7,2,6,5,2
"E01022025",29699,30217,265,180,31604,4440,287,"E",32843,19564,10,10,1,1,10,2,1,6
"E01021990",3350,29276,265,4274,14978,12816,4878,"E",32843,3468,2,9,1,2,5,4,2,2
"E01021984",14710,23967,265,14739,14410,14085,14129,"E",32843,6208,5,8,1,5,5,5,5,2
"E01022012",25814,15024,265,10924,1874,21561,15356,"E",32843,7069,8,5,1,4,1,7,5,3
"E01021979",23213,13665,3143,16076,4536,20918,12681,"E",32843,6722,8,5,1,5,2,7,4,3
"E01022026",32345,32068,4045,985,31077,2525,1146,"E",32843,26265,10,10,2,1,10,1,1,8
"E01022045",1802,16830,265,7066,1913,17018,1358,"E",32843,270,1,6,1,3,1,6,1,1
"E01022055",28058,12867,265,8228,5412,22024,11434,"E",32843,7083,9,4,1,3,2,7,4,3
"E01021968",31882,30805,4045,4064,29918,3421,2594,"E",32843,22401,10,10,2,2,10,2,1,7
"E01022044",23572,22098,265,10846,19368,10950,11966,"E",32843,6866,8,7,1,4,6,4,4,3
"E01022027",31483,29541,4045,4099,30129,5555,1566,"E",32843,20508,10,9,2,2,10,2,1,7
"E01021983",24499,16657,5730,24193,4043,21907,18746,"E",32843,14387,8,6,2,8,2,7,6,5
"E01021976",15435,20459,4045,15232,10899,11074,18286,"E",32843,5583,5,7,2,5,4,4,6,2
"E01022054",5938,9995,4045,12811,2963,23239,9005,"E",32843,2338,2,4,2,4,1,8,3,1
"E01022056",30168,28428,4045,5003,6709,22338,3600,"E",32843,13951,10,9,2,2,3,7,2,5
"E01021973",7175,17154,14327,24640,3150,20067,23591,"E",32843,13040,3,6,5,8,1,7,8,4
"E01022001",31634,32369,4045,4102,13932,23663,1319,"E",32843,24082,10,10,2,2,5,8,1,8
"E01022024",10773,22261,4045,10608,13010,9703,13227,"E",32843,3167,4,7,2,4,4,3,5,1
"E01022018",1447,22842,7315,16830,5768,19729,12371,"E",32843,5176,1,7,3,6,2,7,4,2
"E01022014",13831,10947,5396,15625,5110,22517,12689,"E",32843,4749,5,4,2,5,2,7,4,2
"E01021969",31140,25174,4045,7404,18797,6670,2934,"E",32843,11105,10,8,2,3,6,3,1,4
"E01022052",21964,21386,12493,22227,6062,17811,17585,"E",32843,12903,7,7,4,7,2,6,6,4
"E01021970",29863,31658,265,1157,29727,5183,2619,"E",32843,19944,10,10,1,1,10,2,1,7
"E01021981",16179,13457,5396,16614,4843,20548,15675,"E",32843,5759,5,5,2,6,2,7,5,2
"E01022037",27687,17984,265,10653,28737,6160,12566,"E",32843,11551,9,6,1,4,9,2,4,4
"E01021997",6521,14785,265,4704,8123,23270,1438,"E",32843,1259,2,5,1,2,3,8,1,1
"E01021978",1454,5923,7780,26818,607,23776,16879,"E",32843,8757,1,2,3,9,1,8,6,3
"E01022034",22913,23006,265,14043,12194,12945,14497,"E",32843,7272,7,8,1,5,4,4,5,3
"E01022032",21541,26988,265,5301,18174,7883,5468,"E",32843,4963,7,9,1,2,6,3,2,2
"E01021974",7216,16220,14327,18179,2096,20533,7052,"E",32843,4456,3,5,5,6,1,7,3,2
"E01021967",2814,16925,5730,23115,5070,19273,19312,"E",32843,7603,1,6,2,8,2,6,6,3
"E01021992",2883,17841,12493,18454,2727,24061,9812,"E",32843,6156,1,6,4,6,1,8,3,2
"E01022028",3550,11932,12493,17057,1193,23255,15177,"E",32843,5291,2,4,4,6,1,8,5,2
"E01022020",20019,21855,14327,17229,7019,24037,24314,"E",32843,17076,7,7,5,6,3,8,8,6
"E01022048",17904,22925,7315,13368,27231,9513,12472,"E",32843,10170,6,7,3,5,9,3,4,4
"E01022039",23820,31743,4045,9831,16453,13173,12368,"E",32843,15699,8,10,2,3,6,5,4,5
"E01021972",1458,12692,14327,25338,1464,18874,15500,"E",32843,7422,1,4,5,8,1,6,5,3
"E01001159",10267,11774,29193,15344,10365,16618,14772,"E",32843,10805,4,4,9,5,4,6,5,4
"E01001098",15649,7112,31036,30027,8574,12313,32123,"E",32843,30138,5,3,10,10,3,4,10,10
"E01001093",10796,9898,31036,16756,10404,10463,21902,"E",32843,14731,4,4,10,6,4,4,7,5
"E01001183",31704,32508,25682,8599,25032,16681,6038,"E",32843,28992,10,10,8,3,8,6,2,9
"E01000994",25679,16377,22249,12464,22447,14602,10481,"E",32843,12939,8,5,7,4,7,5,4,4
"E01001043",30002,27105,32035,4151,25881,12708,6795,"E",32843,26229,10,9,10,2,8,4,3,8
"E01001065",29519,18523,29193,16897,9785,25429,24919,"E",32843,26791,9,6,9,6,3,8,8,9
"E01001028",5888,3225,31036,31898,2959,17110,19802,"E",32843,25103,2,1,10,10,1,6,7,8
"E01001009",25530,25170,22249,7234,23872,13365,4381,"E",32843,13652,8,8,7,3,8,5,2,5
"E01001021",3951,2336,25682,5474,7760,22401,10552,"E",32843,4420,2,1,8,2,3,7,4,2
"E01001033",5795,24558,31036,16095,17738,15908,19363,"E",32843,19830,2,8,10,5,6,5,6,7
"E01001162",22218,16239,22249,6925,16015,18340,8086,"E",32843,8565,7,5,7,3,5,6,3,3
"E01001013",32679,26724,25682,1286,25372,6782,4199,"E",32843,23875,10,9,8,1,8,3,2,8
"E01001061",20513,6724,29193,13381,8935,25327,13480,"E",32843,15599,7,3,9,5,3,8,5,5
"E01001082",21231,16740,25682,8083,14527,26305,4060,"E",32843,13451,7,6,8,3,5,9,2,5
"E01001070",4171,7294,29193,18821,4077,18573,18148,"E",32843,11045,2,3,9,6,2,6,6,4
"E01001138",26434,18651,31036,9721,16401,15580,15187,"E",32843,19807,9,6,10,3,5,5,5,7
"E01001019",4900,3402,29193,24885,4354,20821,31755,"E",32843,25841,2,2,9,8,2,7,10,8
"E01001096",10678,5169,31036,28496,7754,12455,30673,"E",32843,26737,4,2,10,9,3,4,10,9
"E01001151",21947,17347,25682,4204,22184,15962,2499,"E",32843,9693,7,6,8,2,7,5,1,3
"E01001086",25570,20580,22249,16735,18070,12461,19518,"E",32843,16327,8,7,7,6,6,4,6,5
"E01001145",28011,23415,25682,1464,23994,16291,1231,"E",32843,15329,9,8,8,1,8,5,1,5
"E01001105",18126,6572,29193,16585,4722,22038,17081,"E",32843,14275,6,3,9,6,2,7,6,5
"E01001010",29046,25057,25682,5207,23170,9786,1329,"E",32843,15574,9,8,8,2,8,3,1,5
"E01001053",20930,7027,25682,8629,9417,25923,3727,"E",32843,9986,7,3,8,3,3,8,2,4
"E01001194",19037,18986,31036,11891,19439,17454,14149,"E",32843,18579,6,6,10,4,6,6,5,6
"E01001071",8571,6465,29193,20177,4307,20159,17068,"E",32843,12545,3,2,9,7,2,7,6,4
"E01001030",14868,4705,31036,28846,5975,16043,29445,"E",32843,26649,5,2,10,9,2,5,9,9
"E01001114",27132,17011,25682,2721,23089,17098,795,"E",32843,12452,9,6,8,1,8,6,1,4
"E01001188",24066,23042,22249,6792,23438,18107,5423,"E",32843,13371,8,8,7,3,8,6,2,5
"E01000984",23437,24420,22249,4612,17517,16454,8402,"E",32843,11156,8,8,7,2,6,6,3,4
"E01001134",14225,13349,29193,20706,10823,21392,28647,"E",32843,23110,5,5,9,7,4,7,9,8
"E01001168",28032,16968,29193,12489,20789,13234,17233,"E",32843,19875,9,6,9,4,7,5,6,7
"E01001190",25072,16831,29193,8049,22300,15356,8143,"E",32843,15593,8,6,9,3,7,5,3,5
"E01001130",5488,11607,25682,2238,8926,23999,1431,"E",32843,4675,2,4,8,1,3,8,1,2
"E01001115",26716,21668,25682,3213,21319,13985,4282,"E",32843,12689,9,7,8,1,7,5,2,4
"E01001141",20806,14578,22249,6262,15930,15110,5053,"E",32843,5937,7,5,7,2,5,5,2,2
"E01001034",4086,10459,31036,16354,16679,17284,19818,"E",32843,16047,2,4,10,5,6,6,7,5
"E01001135",20986,24849,29193,21193,15895,22642,27138,"E",32843,27000,7,8,9,7,5,7,9,9
"E01001054",12762,15938,25682,5243,8924,25486,2437,"E",32843,8192,4,5,8,2,3,8,1,3
"E01001104",8938,4353,31036,28471,6237,16625,29217,"E",32843,25575,3,2,10,9,2,6,9,8
"E01001123",15713,5210,30647,27972,8252,22386,29994,"E",32843,27877,5,2,10,9,3,7,10,9
"E01001039",3687,5743,31036,23231,8524,19262,29972,"E",32843,23964,2,2,10,8,3,6,10,8
"E01001014",32230,22273,22249,5674,25496,8908,7600,"E",32843,20711,10,7,7,2,8,3,3,7
"E01001119",19886,5089,30647,29088,4778,24894,30785,"E",32843,29816,7,2,10,9,2,8,10,10
"E01001184",29082,21554,22249,15322,17017,15895,14042,"E",32843,17618,9,7,7,5,6,5,5,6
"E01001166",31637,16507,22249,3733,23480,11430,5191,"E",32843,15962,10,6,7,2,8,4,2,5
"E01001063",10779,14769,26601,22008,12182,22437,26438,"E",32843,20540,4,5,9,7,4,7,9,7
"E01001087",30752,28216,22249,8445,22696,7568,10105,"E",32843,19940,10,9,7,3,7,3,4,7
"E01001016",21645,5157,30647,22977,6001,19038,25306,"E",32843,22163,7,2,10,7,2,6,8,7
"E01001091",25658,21372,22249,17413,20065,13145,17261,"E",32843,16834,8,7,7,6,7,5,6,6
"E01000990",16296,16076,25682,4550,15962,18922,1686,"E",32843,6848,5,5,8,2,5,6,1,3
"E01001080",21922,10090,3041,2072,12556,25665,2662,"E",32843,4377,7,4,1,1,4,8,1,2
"E01001035",12522,11114,32035,12848,10346,17046,16123,"E",32843,16251,4,4,10,4,4,6,5,5
"E01001175",26793,22992,25682,7023,22064,16664,5394,"E",32843,15482,9,8,8,3,7,6,2,5
"E01001046",21560,9600,31036,15962,13657,16682,28810,"E",32843,23841,7,3,10,5,5,6,9,8
"E01001006",12468,8898,22249,7990,19976,15615,15593,"E",32843,6869,4,3,7,3,7,5,5,3
"E01001107",4133,3864,31036,29036,5026,16672,31297,"E",32843,27648,2,2,10,9,2,6,10,9
"E01001170",19053,16891,22249,6817,20183,15924,13279,"E",32843,9252,6,6,7,3,7,5,5,3
"E01001136",31656,29479,22249,4199,23570,17510,1823,"E",32843,22836,10,9,7,2,8,6,1,7
"E01000989",20226,17569,29193,22352,10721,18817,22853,"E",32843,21369,7,6,9,7,4,6,7,7
"E01001050",26299,15562,29193,5943,11771,16094,19950,"E",32843,16511,9,5,9,2,4,5,7,6
"E01001018",3750,5289,29193,26794,7422,21289,30194,"E",32843,24635,2,2,9,9,3,7,10,8
"E01001185",25519,28061,22249,10108,20394,19432,14940,"E",32843,19489,8,9,7,4,7,6,5,6
"E01001176",25908,24199,22249,9601,24256,16972,6692,"E",32843,15751,8,8,7,3,8,6,3,5
"E01001042",32283,27589,22249,3894,24214,11489,9333,"E",32843,23086,10,9,7,2,8,4,3,8
"E01001101",11347,3838,31036,30957,4663,17480,32059,"E",32843,30480,4,2,10,10,2,6,10,10
"E01001090",27341,28621,22249,7991,21617,9962,6151,"E",32843,15921,9,9,7,3,7,4,2,5
"E01001024",21641,12136,31036,22612,17318,19660,25367,"E",32843,25255,7,4,10,7,6,6,8,8
"E01001001",26487,17023,25682,3754,20012,17650,1780,"E",32843,11388,9,6,8,2,7,6,1,4
"E01000981",26967,26691,29193,13908,19271,19518,18263,"E",32843,24199,9,9,9,5,6,6,6,8
"E01001144",28259,23878,22249,3800,20980,17498,3594,"E",32843,14189,9,8,7,2,7,6,2,5
"E01001052",5479,14686,25682,3775,8621,25224,1219,"E",32843,6038,2,5,8,2,3,8,1,2
"E01001079",15311,10699,25682,6283,15264,26460,2515,"E",32843,9909,5,4,8,2,5,9,1,4
"E01001092",16633,6579,30647,19410,6913,10494,23824,"E",32843,16263,6,3,10,6,3,4,8,5
"E01001113",26978,18865,22249,6339,20238,17904,2108,"E",32843,11378,9,6,7,2,7,6,1,4
"E01001129",12215,9953,31036,29275,9044,22802,30533,"E",32843,29404,4,4,10,9,3,7,10,9
"E01001121",18206,3822,30647,29801,3351,23912,31629,"E",32843,30371,6,2,10,10,2,8,10,10
"E01000993",30920,28247,29193,17167,20548,20629,17534,"E",32843,28213,10,9,9,6,7,7,6,9
"E01001026",5147,18765,29193,17476,8236,21917,16002,"E",32843,14696,2,6,9,6,3,7,5,5
"E01001031",25481,7832,31036,29906,9152,18695,28469,"E",32843,29320,8,3,10,10,3,6,9,9
"E01001064",15583,7958,23134,27743,5455,24628,31243,"E",32843,26867,5,3,8,9,2,8,10,9
"E01000998",30361,25182,22249,5330,23808,17420,4927,"E",32843,18819,10,8,7,2,8,6,2,6
"E01001022",5023,1748,30647,25781,5463,20386,17692,"E",32843,16999,2,1,10,8,2,7,6,6
"E01001051",6657,25563,3041,3326,14608,25290,1750,"E",32843,5412,3,8,1,2,5,8,1,2
"E01001049",10123,7822,31036,27030,5613,19082,31413,"E",32843,27992,4,3,10,9,2,6,10,9
"E01001017",4766,1722,31036,30772,2657,21833,30407,"E",32843,28702,2,1,10,10,1,7,10,9
"E01000980",25458,16819,29193,8400,14275,17685,12683,"E",32843,15458,8,6,9,3,5,6,4,5
"E01001108",11040,5346,31036,30884,3890,18510,19958,"E",32843,24235,4,2,10,10,2,6,7,8
"E01001125",30079,19806,29193,19720,11067,21340,21510,"E",32843,25664,10,7,9,7,4,7,7,8
"E01001023",27933,22151,29193,10625,15041,18941,12823,"E",32843,19854,9,7,9,4,5,6,4,7
"E01001164",31522,29133,32035,6747,25981,17416,9128,"E",32843,29439,10,9,10,3,8,6,3,9
"E01001048",31553,22490,31036,3828,24971,10839,9612,"E",32843,24531,10,7,10,2,8,4,3,8
"E01001112",26125,15284,25682,4162,18045,18639,6547,"E",32843,11532,8,5,8,2,6,6,2,4
"E01001122",5528,4450,31036,28568,3003,21259,31496,"E",32843,28479,2,2,10,9,1,7,10,9
"E01000991",12342,12128,30647,27362,11704,20081,25542,"E",32843,24687,4,4,10,9,4,7,8,8
"E01001165",29431,18165,22249,10630,21280,12607,13154,"E",32843,15632,9,6,7,4,7,4,5,5
"E01001068",8137,6022,31036,18434,3154,18518,20316,"E",32843,14782,3,2,10,6,1,6,7,5
"E01001008",26134,25615,25682,7485,23743,13391,3117,"E",32843,15639,8,8,8,3,8,5,1,5
"E01001005",29497,30089,22249,7981,25033,12198,4297,"E",32843,20874,9,10,7,3,8,4,2,7
"E01000979",25496,20064,31036,9966,19270,16089,13987,"E",32843,20305,8,7,10,4,6,5,5,7
"E01001189",18416,13526,29193,13586,14420,18365,11962,"E",32843,13295,6,5,9,5,5,6,4,5
"E01000977",23358,24443,22249,3623,15869,17654,12679,"E",32843,12065,8,8,7,2,5,6,4,4
"E01001084",14047,17957,30647,19414,12000,14185,24399,"E",32843,20131,5,6,10,6,4,5,8,7
"E01001156",23427,17272,22249,7344,14322,17845,12047,"E",32843,9820,8,6,7,3,5,6,4,3
"E01000997",28461,16579,25682,8882,23759,17250,9092,"E",32843,16847,9,6,8,3,8,6,3,6
"E01001191",26312,29753,22249,3273,24327,17239,1560,"E",32843,17820,9,10,7,1,8,6,1,6
"E01001060",11649,5135,29193,16729,4254,25414,23150,"E",32843,17309,4,2,9,6,2,8,8,6
"E01001180",15633,14936,22249,7561,24459,15188,3008,"E",32843,7233,5,5,7,3,8,5,1,3
"E01001015",14310,2905,29193,12166,4588,20189,11108,"E",32843,8614,5,1,9,4,2,7,4,3
"E01001154",23372,31059,22249,6009,24980,18958,3542,"E",32843,20038,8,10,7,2,8,6,2,7
"E01001078",28407,16223,25682,6346,16680,25868,3645,"E",32843,17012,9,5,8,2,6,8,2,6
"E01001128",17301,17159,25682,4881,14100,23677,3170,"E",32843,9442,6,6,8,2,5,8,1,3
"E01001158",11030,24233,22249,9474,18583,17777,10921,"E",32843,10038,4,8,7,3,6,6,4,4
"E01000985",23328,22914,29193,21806,13238,21171,23316,"E",32843,24630,8,7,9,7,5,7,8,8
"E01001059",16444,5708,29193,17603,6392,25500,26071,"E",32843,20806,6,2,9,6,2,8,8,7
"E01001174",28912,21997,22249,11564,19801,16931,12503,"E",32843,17274,9,7,7,4,7,6,4,6
"E01001000",25578,28015,22249,7956,23959,18075,6542,"E",32843,17755,8,9,7,3,8,6,2,6
"E01001037",8816,28648,31036,9480,22664,17360,11891,"E",32843,20734,3,9,10,3,7,6,4,7
"E01001069",8863,5114,31036,28109,3188,16694,28464,"E",32843,24364,3,2,10,9,1,6,9,8
"E01001004",22421,14080,22249,6839,21523,15877,4526,"E",32843,8159,7,5,7,3,7,5,2,3
"E01001147",18304,23112,25682,5364,19657,15598,2385,"E",32843,9620,6,8,8,2,6,5,1,3
"E01001047",24652,18970,31036,8211,18877,15540,9100,"E",32843,17697,8,6,10,3,6,5,3,6
"E01001142",25613,26583,29193,12329,19085,16284,13740,"E",32843,21095,8,9,9,4,6,5,5,7
"E01001157",9822,18460,29193,13873,10541,14391,13643,"E",32843,10833,3,6,9,5,4,5,5,4
"E01001181",21685,21146,25682,2641,25306,14540,6461,"E",32843,12271,7,7,8,1,8,5,2,4
"E01001100",4342,8624,31036,21682,12998,15748,22685,"E",32843,17895,2,3,10,7,4,5,7,6
"E01001149",14865,23189,22249,12292,16739,18016,6539,"E",32843,9630,5,8,7,4,6,6,2,3
"E01001081",12035,14444,25682,7637,12201,25667,3167,"E",32843,9049,4,5,8,3,4,8,1,3
"E01000987",28524,25280,31036,21499,18250,20816,25035,"E",32843,29226,9,8,10,7,6,7,8,9
"E01001003",24406,14265,25682,7474,17827,17023,5673,"E",32843,10243,8,5,8,3,6,6,2,4
"E01001011",32091,29338,25682,4351,26046,10146,3934,"E",32843,24520,10,9,8,2,8,4,2,8
"E01001124",18733,4789,30647,30798,4622,20136,20187,"E",32843,25437,6,2,10,10,2,7,7,8
"E01001177",10259,19077,22249,7817,23730,17288,5235,"E",32843,7961,4,6,7,3,8,6,2,3
"E01001169",23272,12494,25682,6585,10958,16402,3780,"E",32843,7072,8,4,8,3,4,5,2,3
"E01000992",23254,15727,22249,7627,15084,19839,4331,"E",32843,8606,8,5,7,3,5,7,2,3
"E01000983",27929,25755,31036,16483,19132,18085,18822,"E",32843,26278,9,8,10,6,6,6,6,9
"E01001067",5449,2761,31036,31911,4738,16447,19817,"E",32843,25063,2,1,10,10,2,6,7,8
"E01001193",20892,20341,22249,7375,23431,19149,7088,"E",32843,11896,7,7,7,3,8,6,3,4
"E01001045",31562,19398,22249,3416,22545,12505,13940,"E",32843,18520,10,6,7,2,7,4,5,6
"E01001137",26761,21736,31036,8740,17152,17139,17536,"E",32843,21913,9,7,10,3,6,6,6,7
"E01001153",23518,20877,22249,9037,19297,19434,6915,"E",32843,12054,8,7,7,3,6,6,3,4
"E01001007",10133,17986,25682,12010,21178,17362,10093,"E",32843,10333,4,6,8,4,7,6,4,4
"E01001072",3141,1601,30647,32080,1853,19783,32008,"E",32843,30869,1,1,10,10,1,7,10,10
"E01001077",27648,14956,29193,17663,13506,26238,14893,"E",32843,23115,9,5,9,6,5,8,5,8
"E01001056",18497,16647,25682,3572,12596,25782,518,"E",32843,10013,6,6,8,2,4,8,1,4
"E01001143",25560,15653,25682,6365,20256,15022,5434,"E",32843,10912,8,5,8,2,7,5,2,4
"E01000978",21994,22813,31036,8250,15288,16926,11030,"E",32843,17881,7,7,10,3,5,6,4,6
"E01001012",32256,25923,22249,3323,24376,10342,1662,"E",32843,20660,10,8,7,2,8,4,1,7
"E01001110",29644,21430,22249,3276,23938,13046,3116,"E",32843,14150,10,7,7,1,8,4,1,5
"E01001095",10231,12476,31036,12384,20308,14074,13479,"E",32843,14028,4,4,10,4,7,5,5,5
"E01001097",24504,21663,22249,7962,19538,5459,13329,"E",32843,10209,8,7,7,3,6,2,5,4
"E01001074",11817,4849,29193,12978,8857,14860,18327,"E",32843,9567,4,2,9,4,3,5,6,3
"E01000975",29604,25739,32035,10146,24388,13653,11292,"E",32843,26533,10,8,10,4,8,5,4,9
"E01001076",25725,16817,25682,6521,19184,26001,2528,"E",32843,15876,8,6,8,2,6,8,1,5
"E01001106",24455,12798,29193,22228,6750,21351,19536,"E",32843,20775,8,4,9,7,3,7,6,7
"E01001182",28038,27808,22249,11124,22379,14688,7957,"E",32843,18455,9,9,7,4,7,5,3,6
"E01001192",24748,27928,22249,6016,21094,16398,6702,"E",32843,15121,8,9,7,2,7,5,3,5
"E01001152",27782,26594,22249,3708,24403,17313,1182,"E",32843,16184,9,9,7,2,8,6,1,5
"E01001187",20676,20588,22249,10154,16767,19313,11237,"E",32843,11338,7,7,7,4,6,6,4,4
"E01000982",23113,24002,29193,9108,15185,17149,13383,"E",32843,17198,8,8,9,3,5,6,5,6
"E01001126",22039,9207,29193,24864,8140,25122,26633,"E",32843,25518,7,3,9,8,3,8,9,8
"E01001118",28087,27930,25682,3278,23563,14164,3430,"E",32843,17886,9,9,8,1,8,5,2,6
"E01001120",29707,17120,29193,24119,10049,23924,27720,"E",32843,28856,10,6,9,8,4,8,9,9
"E01001089",28761,24036,25682,5480,22637,7757,4603,"E",32843,14741,9,8,8,2,7,3,2,5
"E01001032",4326,3630,30647,31272,7736,18148,21250,"E",32843,24227,2,2,10,10,3,6,7,8
"E01001155",28047,28708,3041,1291,25228,18550,4152,"E",32843,14644,9,9,1,1,8,6,2,5
"E01001020",3850,8741,29193,22018,11410,21928,23471,"E",32843,18025,2,3,9,7,4,7,8,6
"E01001025",5485,6853,29193,26544,8072,21741,26467,"E",32843,21797,2,3,9,9,3,7,9,7
"E01001116",21733,24857,22249,8034,20314,15976,2628,"E",32843,10900,7,8,7,3,7,5,1,4
"E01001173",12464,7787,29193,12974,8380,16509,18795,"E",32843,10804,4,3,9,4,3,6,6,4
"E01001132",13558,15920,30647,25083,10669,20957,28287,"E",32843,25991,5,5,10,8,4,7,9,8
"E01001148",10853,21327,22249,9383,21013,16819,5962,"E",32843,8094,4,7,7,3,7,6,2,3
"E01000986",27804,19797,31036,15740,10836,20557,21972,"E",32843,24714,9,7,10,5,4,7,7,8
"E01001088",24575,15597,22249,12909,22261,11946,10785,"E",32843,11423,8,5,7,4,7,4,4,4
"E01001094",5098,4502,31036,31250,2806,14970,31904,"E",32843,29883,2,2,10,10,1,5,10,10
"E01001036",4061,5374,31036,24699,3408,19062,30593,"E",32843,24821,2,2,10,8,2,6,10,8
"E01001109",29810,23135,25682,3715,22427,15772,3738,"E",32843,17084,10,8,8,2,7,5,2,6
"E01001179",22382,19813,22249,10726,24413,15810,7991,"E",32843,12541,7,7,7,4,8,5,3,4
"E01001146",20821,26783,22249,11281,21692,17392,8944,"E",32843,14945,7,9,7,4,7,6,3,5
"E01001172",24279,19100,25682,4460,11847,17134,883,"E",32843,8510,8,6,8,2,4,6,1,3
"E01001073",20358,9138,31036,17129,9715,12022,20079,"E",32843,16574,7,3,10,6,3,4,7,6
"E01001127",9751,17211,31036,23964,10434,23380,23961,"E",32843,24056,3,6,10,8,4,8,8,8
"E01001058",20532,8723,29193,23747,6689,25729,28096,"E",32843,25698,7,3,9,8,3,8,9,8
"E01001150",25885,20594,29193,11682,17957,18477,11675,"E",32843,18530,8,7,9,4,6,6,4,6
"E01001186",16841,20565,22249,6001,19494,18486,9084,"E",32843,9145,6,7,7,2,6,6,3,3
"E01001044",18907,6396,31036,17605,10361,16747,28371,"E",32843,22361,6,2,10,6,4,6,9,7
"E01001066",16672,6941,25682,4886,14125,24042,2473,"E",32843,7364,6,3,8,2,5,8,1,3
"E01000995",26871,28326,22249,9825,24568,14999,7391,"E",32843,18618,9,9,7,3,8,5,3,6
"E01001133",12309,16532,29076,15277,10076,21995,23400,"E",32843,18051,4,6,9,5,4,7,8,6
"E01032569",21828,16883,25682,3886,10599,17799,4115,"E",32843,7426,7,6,8,2,4,6,2,3
"E01000999",31174,25337,22249,11274,21677,16297,11865,"E",32843,21625,10,8,7,4,7,5,4,7
"E01001167",25737,23904,29193,13179,19254,15765,12775,"E",32843,19776,8,8,9,5,6,5,4,7
